Id,profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
279,1,0,0,0,0,0,0,1,103,265,264,0
280,1,0,1,0,0,0,0,1,93,1051,694,0
281,1,0.11,1,0,0,0,0,0,1,77,34,0
282,0,0,1,0,0,27,0,1,16,220,323,0
283,1,0.07,2,0,0,37,1,1,32,178,81,0
284,1,0,1,0,0,31,0,1,1232,728,1213,0
285,1,0,1,0,0,20,0,1,75,668,294,0
286,1,0,2,0,0,7,0,0,5,406,408,0
287,1,0,2,0,0,0,0,0,3,37,22,0
288,1,0,2,0,0,0,0,1,30,56,114,0
289,0,0.22,1,0,0,0,0,0,0,90,333,1
290,0,0.38,1,0,0,0,0,0,0,60,31,1
291,0,0.43,1,0,0,0,0,1,2,271,445,1
292,1,0,0,0,0,0,0,1,3,1,80,1
293,1,0.5,3,0,0,24,0,1,13,158,309,1
294,0,0.31,2,0,0,0,0,0,0,39,64,1
295,0,0.22,1,0.22,0,43,0,1,1,0,11,1
296,0,0,1,0,0,0,0,1,0,0,853,1
297,1,0.25,1,0,0,0,0,1,10,0,23,1
298,0,0,2,0,0,0,0,0,0,12,5,1
299,0,0.33,1,0,0,0,0,0,0,10,18,1
300,0,0.33,1,0,0,0,0,1,0,1,34,1
301,0,0,1,0,0,0,0,0,0,1,8,1
302,0,0,0,0,0,0,0,1,0,0,0,1
303,0,0.12,1,0,0,0,0,1,0,31,213,1
304,0,0.18,1,0,0,0,0,1,0,5,10,1
305,0,0.5,1,0,0,0,0,1,5,18,58,1
306,1,0.5,1,0,0,0,0,1,0,12,77,1
307,0,0.5,1,0,0,0,0,1,0,6,37,1
308,1,0.57,1,0,0,0,0,0,0,47,10,1
309,0,0.45,3,0,0,0,0,0,0,33,4,1
310,0,0.5,1,0,0,0,0,1,141,4,279,1
311,0,0.57,1,0,0,0,0,1,6,5,15,1
312,1,0,1,0,0,0,0,1,1,0,44,1
313,0,0.44,1,0.43,0,0,0,1,0,5,17,1
314,0,0,1,0,0,0,0,1,1,107,42,1
315,1,0.88,1,0,0,0,0,1,39,8,60,1
316,0,0,1,0,0,0,0,0,0,48,6,1
317,0,0.22,0,0,0,0,0,1,9,2,215,1
318,0,0,2,0,0,0,0,1,0,51,126,1
319,1,0,1,0,0,43,0,1,21,5,48,1
320,0,0,1,0,0,0,0,1,0,0,802,1
321,0,0.55,1,0,0,0,0,0,0,26,46,1
322,0,0.07,1,0,0,0,0,1,0,0,601,1
323,1,0.8,1,0,0,13,0,1,3,76,168,1
324,0,0,1,0.4,0,0,0,1,0,165,689,1
325,0,0,1,0,0,0,0,0,0,115,230,1
326,0,0.31,1,0.36,0,0,0,0,0,6,15,1
327,0,0.4,1,0,0,0,0,0,0,24,49,1
328,0,0.33,1,0,0,0,0,1,0,40,236,1
329,0,0,1,0,0,0,0,1,6,32,52,1
330,0,0.33,1,0.33,1,0,0,1,0,0,35,1
331,0,0.36,1,0,0,0,0,0,0,21,44,1
332,1,0.55,1,0.29,0,0,0,1,1,79,767,1
333,1,0.41,1,0,0,0,0,1,4,8,37,1
334,1,0.43,0,0,0,0,0,0,0,49,79,1
335,0,0.11,1,0.11,1,0,0,1,0,31,91,1
336,1,0,1,0,1,0,0,1,0,15,41,1
337,1,0.25,1,0,0,0,0,0,0,4,3,1
338,1,0.44,1,0,0,0,0,1,0,0,229,1
339,1,0.3,0,0,0,0,0,1,17,316,1165,1
340,0,0.1,1,0,0,0,0,1,0,0,0,1
341,0,0,1,0,0,0,0,0,1,3,1,1
342,0,0,2,0,0,0,0,0,0,2,30,1
343,1,0.29,2,0,0,9,0,1,7,221,244,1
344,0,0,1,0,0,0,0,0,13,181,935,1
345,0,0,2,0,0,0,0,1,0,9,167,1
346,0,0.67,1,0,0,0,0,0,0,2,0,1
347,1,0.31,1,0.31,1,0,0,1,0,25,86,1
348,1,0,3,0,0,18,0,0,5,26,129,1
349,1,0.89,1,0.89,0,0,0,1,124,15,305,1
350,1,0,1,0,0,10,0,0,9,59,48,1
351,0,0.2,1,0.2,1,61,0,1,5,7,47,1
352,0,0.12,1,0,0,0,0,1,2,40,179,1
353,0,0,1,0,0,0,0,0,0,51,41,1
354,1,0,5,0,0,0,0,0,150,133,750,1
355,1,0,0,0,0,0,0,1,29,25,39,1
356,1,0.18,1,0,0,0,0,1,108,864,3646,1
357,1,0,0,0,0,0,0,0,77,73,35,1
358,1,0.38,1,0.4,0,0,0,1,3,184,170,1
359,1,0.43,1,0,0,0,0,1,7,161,333,1
360,1,0.22,1,0.22,1,0,0,1,3,42,694,1
361,1,0,1,0,0,22,0,1,131,279,1124,1
362,1,0,1,0,0,0,0,0,40,219,155,1
363,1,0.24,1,0.24,1,0,0,1,4,18,106,1
364,1,0.44,1,0,0,0,0,1,84,106,171,1
365,1,0.5,0,0,0,2,0,1,299,34,108,1
366,0,0,1,0,0,0,0,0,11,42,26,1
367,1,0.16,0,0,0,146,0,1,0,1,13,1
368,0,0.89,0,0,0,0,0,1,0,38,68,1
369,1,0.58,1,0.36,0,6,0,1,1,34,44,1
370,1,0.29,1,0,0,50,0,1,4,23,151,1
371,1,0.3,1,0,0,0,0,1,0,23,37,1
372,0,0.5,2,0,0,0,0,0,0,83,139,1
373,0,0.4,1,0,0,0,0,0,0,25,28,1
374,1,0,0,0,0,39,0,1,3,13,38,1
375,0,0.25,1,0,0,0,0,0,0,64,60,1
376,0,0.36,1,0,0,0,0,0,0,90,69,1
377,0,0.33,2,0,0,0,0,0,0,82,6,1
378,0,0,0,0,0,0,0,0,0,140,319,1
379,0,0.36,1,0,0,0,0,1,0,0,29,1
380,1,0.3,1,0,0,5,0,1,1,51,420,1
381,1,0.12,1,0,0,91,0,0,7,38,87,1
382,0,0.33,1,0.38,0,2,0,1,3,21,733,1
383,1,0.38,1,0,0,0,0,1,0,5,121,1
384,1,0.4,1,0,0,0,0,1,0,21,45,1
385,0,0.57,0,0,0,0,0,1,5,124,249,1
386,0,0.22,1,0,0,0,0,1,0,5,56,1
387,1,0.38,1,0,0,37,0,1,1,2,16,1
388,0,0.64,2,0,0,0,0,0,0,42,46,1
389,1,0.33,1,0.33,0,0,0,1,12,48,45,1
390,0,0.31,1,0.31,1,0,0,0,0,32,25,1
391,0,0,1,0,0,0,0,1,0,0,71,1
392,0,0.25,1,0,0,0,0,0,0,0,0,1
393,1,0.12,1,0,0,0,0,1,1,10,104,1
394,1,0.38,1,0,0,0,0,1,92,19,31,1
395,0,0.31,1,0,0,0,0,1,0,138,99,1
396,0,0.2,0,0,0,0,0,1,0,11,157,1
397,0,0,1,0,0,0,0,1,0,1,64,1
398,0,0.42,1,0,0,0,0,0,0,39,40,1
399,1,0,0,0,0,148,0,0,21,446,1762,1
400,1,0.57,1,0,0,0,0,1,7,9,82,1
401,0,0,0,0,0,0,0,0,9,589,2980,1
402,0,0.06,1,0,0,0,0,0,0,27,63,1
403,1,0,2,0,0,0,0,0,14,143,500,1
404,0,0,2,0,0,0,0,1,0,0,177,1
405,0,0,3,0,0,0,0,1,0,0,130,1
406,0,0.21,1,0,0,0,0,0,3,124,135,1
407,1,0.07,0,0,0,0,0,1,0,12,192,1
408,0,0.42,1,0,0,0,0,0,0,16,36,1
409,0,0.21,1,0,0,0,0,0,1,1,2,1
410,0,0.38,1,0,0,0,0,0,1,120,181,1
411,0,0,2,0,0,0,0,1,0,0,71,1
412,0,0,1,0,0,0,0,0,1,26,8,1
413,1,0.14,3,0,0,0,0,0,0,57,167,1
414,0,0.15,2,0,0,0,0,0,1,13,22,1
415,1,0,4,0,0,149,0,0,28,1031,208,1
416,1,0.18,1,0,0,0,0,0,0,42,146,1
417,1,0.33,2,0,0,0,0,0,25,70,64,1
418,1,0.18,1,0,0,0,0,1,0,0,8,1
419,1,0.3,1,0,0,0,0,0,0,46,92,1
420,1,0.43,2,0,0,0,0,0,111,834,4118,1
421,0,0,2,0,0,22,0,1,2,389,392,1
422,1,0.33,0,0,0,0,0,0,0,43,221,1
423,0,0.33,1,0,0,0,0,1,0,23,40,1
424,0,0,1,0,0,0,0,1,0,5,82,1
425,0,0.71,0,0,0,0,0,1,0,4,25,1
426,0,0.5,1,0,0,0,0,0,0,17,44,1
427,1,0.25,1,0,0,2,0,1,5,182,227,1
428,1,0.33,1,0,0,0,0,0,10,108,304,1
429,0,0.5,1,0.33,0,0,0,0,3,43,123,1
430,0,0.29,1,0,0,0,0,0,19,77,8,1
431,0,0.09,1,0,0,0,0,0,0,32,87,1
432,0,0.25,1,0,0,0,0,1,0,0,11,1
433,1,0.13,1,0,0,0,0,1,8,40,66,1
434,0,0.33,1,0.33,1,20,0,0,2,53,303,1
435,1,0.14,2,0,0,0,0,0,10,67,90,1
436,1,0,3,0,0,0,0,0,29,122,336,1
437,0,0,2,0,0,0,0,0,0,18,49,1
438,0,0.4,1,0,0,0,0,1,0,24,88,1
439,1,0,1,0,0,0,0,0,2,35,136,1
440,1,0.4,1,0.4,1,0,0,1,3,119,151,1
441,1,0.1,1,0,0,0,0,1,5,6,24,1
442,0,0.43,1,0.4,0,0,0,0,0,34,26,1
443,1,0,3,0,0,148,0,0,63,272,295,1
444,1,0.44,2,0,0,0,0,0,1,53,137,1
445,1,0.33,0,0,0,50,0,1,4,818,618,1
446,1,0,3,0,0,0,0,0,34,82,74,1
447,1,0.38,2,0,0,2,0,0,0,40,233,1
448,1,0.4,0,0,0,0,0,1,0,21,76,1
449,1,0.33,1,0,0,0,0,0,6,59,38,1
450,1,0.12,1,0,0,0,0,0,2,102,109,1
451,1,0.29,0,0,0,0,0,1,7,576,474,1
452,0,0.57,2,0.4,0,0,0,0,0,19,16,1
453,1,0,0,0,0,0,0,1,0,66,161,1
454,1,0,1,0,0,0,0,1,5,310,894,1
455,1,0,1,0,1,34,0,1,0,16,17,1
456,0,0,1,0,0,0,0,0,0,15,4,1
457,1,0.07,1,0,0,0,0,1,0,47,98,1
458,1,0,1,0,1,0,0,0,4,88,61,1
459,1,0.27,1,0,0,0,0,1,1,51,59,1
460,1,0,2,0,0,0,0,0,26,505,2330,1
461,1,0.36,1,0,0,0,0,0,9,159,433,1
462,1,0.29,1,0.33,0,0,0,1,4,77,1269,1
463,1,0.83,1,0,0,32,0,0,4,61,76,1
464,0,0.67,1,0,0,0,0,1,0,7,14,1
465,1,0.38,1,0.33,0,0,0,1,0,11,60,1
466,0,0.58,1,0,0,0,0,0,0,49,22,1
467,0,0,1,0,0,0,0,0,0,15,595,1
468,1,0.2,2,0,0,0,0,0,1,1,9,1
469,0,0,1,0,0,0,0,0,0,17,1,1
470,0,0.29,2,0,0,0,0,0,0,15,1,1
471,1,0.25,1,0,0,59,0,0,28,358,1990,1
472,0,0.25,1,0,0,0,0,0,0,20,7,1
473,0,0,1,0,0,6,0,0,1,50,32,1
474,0,0,1,0,0,0,0,0,0,57,76,1
475,0,0.31,1,0,0,0,0,0,2,12,15,1
476,1,0.67,1,0,0,0,0,0,2,218,792,1
477,0,0.33,1,0.25,0,0,0,0,9,78,98,1
478,0,0.47,1,0,0,0,0,0,1,16,23,1
479,0,0.36,1,0,0,0,0,0,8,39,17,1
480,0,0,1,0,0,0,0,0,0,15,1,1
481,0,0.4,0,0,0,0,0,0,0,30,48,1
482,0,0.33,1,0,0,0,0,0,0,85,638,1
483,0,0.33,1,0,0,0,0,0,0,77,747,1
484,0,0.55,2,0,0,0,0,0,0,49,82,1
485,0,0.27,1,0.27,1,0,0,0,0,16,24,1
486,0,0.44,1,0,0,0,0,0,0,8,6,1
487,0,0.44,1,0,0,0,0,0,2,34,22,1
488,0,0.47,1,0,0,0,0,0,2,45,83,1
489,0,0.33,1,0,0,0,0,0,0,49,0,1
490,0,0,2,0,0,0,0,0,0,15,5,1
491,0,0.25,1,0,0,0,0,0,0,92,403,1
492,1,0.91,1,0,0,0,0,0,0,75,26,1
493,0,0.44,1,0,0,0,0,0,0,10,0,1
494,1,0.12,1,0,0,1,0,0,0,23,26,1
495,0,0.2,1,0,0,0,0,0,0,22,11,1
496,0,0.24,2,0,0,0,0,0,0,55,46,1
497,0,0.27,1,0,0,0,0,0,0,16,0,1
498,0,0.25,1,0,0,0,0,0,0,7,20,1
499,0,0.28,1,0.24,0,0,0,0,0,86,0,1
500,0,0.38,1,0,0,0,0,0,0,3,11,1
501,0,0.57,2,0,0,0,0,0,0,12,30,1
502,1,0.44,1,0,0,0,0,0,1,14,56,1
503,0,0.47,1,0,0,0,0,0,0,24,22,1
504,0,0,2,0,0,0,0,0,0,52,1,1
505,0,0.44,1,0,0,0,0,0,1,16,27,1
506,0,0.44,1,0,0,0,0,0,4,17,20,1
507,0,0.57,2,0,0,0,0,0,0,50,49,1
508,0,0.54,1,0,0,0,0,0,5,136,1029,1
509,1,0.43,1,0,0,0,0,0,10,178,1417,1
510,0,0.89,0,0,0,0,0,0,1,50,39,1
511,1,0.38,1,0,0,0,0,0,2,207,2426,1
512,0,0.36,1,0,0,0,0,1,0,178,828,1
513,0,0,1,0,1,0,0,0,0,16,26,1
514,0,0.14,1,0,0,0,0,0,0,49,2,1
515,0,0.2,1,0.33,0,0,0,0,2,49,12,1
516,0,0.1,0,0,0,0,0,0,0,37,4,1
517,0,0.5,1,0.4,0,0,0,0,0,21,0,1
518,1,0.58,1,0.44,0,0,0,0,21,356,2176,1
519,0,0.44,2,0,0,0,0,0,0,46,4,1
520,0,0.22,1,0.33,0,0,0,0,0,49,0,1
521,0,0,1,0,0,0,0,0,0,49,58,1
522,0,0,1,0,0,0,0,0,0,44,45,1
523,0,0.13,2,0,0,0,0,0,0,42,240,1
524,0,0.38,1,0.33,0,0,0,0,0,47,9,1
525,0,0.1,2,0,0,0,0,0,0,48,1,1
526,1,0.91,1,0,0,0,0,0,0,75,26,1
527,0,0.08,1,0,0,0,0,0,0,115,289,1
528,0,0.88,1,1,0,0,0,0,5,53,66,1
529,0,0.67,1,0,0,0,0,0,0,32,23,1
530,0,0.44,1,0,0,0,0,0,0,39,153,1
531,0,0.18,1,0,0,0,0,0,0,3033,1155,1
532,0,0.25,1,0,0,0,0,0,0,3003,825,1
533,0,0.88,1,1,0,0,0,0,1,34,36,1
534,0,0.36,1,0,0,0,0,0,37,218,1528,1
535,1,0.33,2,0.22,0,0,0,0,8,210,1543,1
536,1,0.2,2,0,0,19,0,0,4,1489,3715,1
537,0,0.5,1,0.5,1,0,0,0,0,10,2,1
538,0,0.33,1,0,0,0,0,0,28,201,812,1
539,0,0,2,0,0,0,0,0,0,351,2663,1
540,0,0.43,1,0,0,0,0,0,0,52,16,1
541,0,0.25,1,0.18,0,0,0,0,6,156,423,1
542,0,0.43,2,0,0,0,0,0,12,85,477,1
543,0,0.24,1,0,0,0,0,0,0,35,38,1
544,0,0.44,1,0,0,0,0,0,0,55,28,1
545,0,0.27,2,0,0,43,0,1,0,16,51,1
546,0,0.38,1,0,0,0,0,0,0,43,88,1
547,0,0.4,1,0,0,0,0,0,2,97,408,1
548,0,0.57,1,0.57,1,0,0,0,2,34,112,1
549,0,0,1,0,1,0,0,0,0,2346,7272,1
550,0,0.25,1,0,0,0,0,0,0,49,95,1
551,1,0.19,0,0,0,0,0,1,2,2,55,1
552,0,0.46,1,0.46,1,0,0,0,2,40,19,1
553,0,0.46,1,0,0,0,0,1,0,332,1333,1
554,0,0.73,1,0,0,0,0,0,0,14,542,1
555,1,0.6,1,0.5,0,0,0,0,12,65,162,1
556,1,0.46,1,0.5,0,0,0,0,1,20,52,1
557,0,0.31,1,0.31,1,0,0,0,0,26,27,1
558,1,0.43,1,0.43,0,0,0,0,0,72,434,1
559,1,0,1,0,0,0,0,0,1,55,2,1
560,1,0.5,1,0.4,0,33,0,0,12,77,108,1
561,1,0,4,0.25,0,0,0,1,59,31,215,1
562,0,0.86,2,0.18,0,0,0,0,0,57,130,1
563,0,0.62,1,0,0,0,0,1,0,58,347,1
564,1,0.33,2,0,0,0,0,0,23,47,139,1
565,1,0.16,1,0.12,0,43,0,0,3,31,37,1
566,1,0.92,1,1,0,0,0,0,11,96,242,1
567,1,0.27,1,0,0,19,0,0,8,126,860,1
568,1,0.25,1,0,0,0,0,1,102,39,229,1
569,1,0.43,1,0,0,5,0,0,6,66,161,1
570,1,0.31,3,0,0,0,0,0,25,87,698,1
571,1,0.2,1,0,0,28,0,0,0,15,64,1
572,1,0.55,1,0.44,0,0,0,0,33,166,596,1
573,1,0.38,1,0.33,0,21,0,0,44,66,75,1
574,1,0.57,2,0,0,0,0,0,4,96,339,1
575,1,0.57,1,0,0,11,0,0,0,57,73,1
576,1,0.27,1,0,0,0,0,0,2,150,487,1
